,comb_surp,s1_surp,s2_surp
0,10.126523847647702,11.420155500346194,8.83289219494921
1,8.52500033184737,8.150640162238513,8.899360501456226
2,10.15975800090121,11.420155500346194,8.899360501456226
3,8.491766178593862,8.150640162238513,8.83289219494921
4,10.19899184187857,10.579829574568036,9.818154109189102
5,9.438808874699266,9.012119222152913,9.865498527245618
6,10.222664050906827,10.579829574568036,9.865498527245618
7,9.415136665671007,9.012119222152913,9.818154109189102
8,10.8676225133134,10.153297937356035,11.581947089270765
9,8.110181893899616,7.295504896976417,8.924858890822815
10,9.539078414089424,10.153297937356035,8.924858890822815
11,9.43872599312359,7.295504896976417,11.581947089270765
12,9.071461984113228,8.648198573077732,9.494725395148723
13,9.526923856983883,8.448062213519599,10.605785500448167
14,9.62699203676295,8.648198573077732,10.605785500448167
15,8.971393804334161,8.448062213519599,9.494725395148723
16,10.673923839629724,9.74716023239681,11.600687446862638
17,8.540207869476419,9.540624953933127,7.53979078501971
18,8.64347550870826,9.74716023239681,7.53979078501971
19,10.570656200397883,9.540624953933127,11.600687446862638
20,9.137748374643891,9.268934316971631,9.006562432316153
21,11.128513568646277,12.422343082594516,9.834684054698037
22,9.551809185834834,9.268934316971631,9.834684054698037
23,10.714452757455334,12.422343082594516,9.006562432316153
24,7.750562326707961,7.304905635102341,8.19621901831358
25,8.765044579301367,8.548687421165079,8.981401737437658
26,8.143153686269999,7.304905635102341,8.981401737437658
27,8.372453219739329,8.548687421165079,8.19621901831358
28,8.32957607905496,8.019463675190046,8.639688482919873
29,11.40363782058488,11.75509280306866,11.052182838101098
30,9.535823256645571,8.019463675190046,11.052182838101098
31,10.197390642994266,11.75509280306866,8.639688482919873
32,7.892690101022812,7.524489138262467,8.260891063783157
33,9.522049913469125,8.73032962120009,10.313770205738162
34,8.919129672000315,7.524489138262467,10.313770205738162
35,8.495610342491624,8.73032962120009,8.260891063783157
36,8.191969556848871,7.942555407299066,8.441383706398677
37,9.925902874910268,9.275020112265683,10.576785637554853
38,9.259670522426958,7.942555407299066,10.576785637554853
39,8.85820190933218,9.275020112265683,8.441383706398677
40,8.491093209996595,8.246128615779371,8.736057804213821
41,8.889391531060793,9.084686472390246,8.694096589731341
42,8.470112602755357,8.246128615779371,8.694096589731341
43,8.910372138302034,9.084686472390246,8.736057804213821
44,8.011507651392852,8.391433641334148,7.631581661451558
45,9.075775131478078,9.29174856835593,8.859801694600225
46,8.625617667967187,8.391433641334148,8.859801694600225
47,8.461665114903743,9.29174856835593,7.631581661451558
48,8.937443623545537,10.378043398397754,7.496843848693319
49,10.27438616059916,11.283155441285851,9.265616879912468
50,9.82183013915511,10.378043398397754,9.265616879912468
51,9.389999644989585,11.283155441285851,7.496843848693319
52,8.444206279918197,9.247174597050659,7.641237962785735
53,10.37116423031361,11.162698630869786,9.579629829757437
54,9.413402213404048,9.247174597050659,9.579629829757437
55,9.40196829682776,11.162698630869786,7.641237962785735
56,9.933602018072028,9.348406659536833,10.518797376607223
57,9.958251542026128,9.424615374147804,10.491887709904452
58,9.920147184720642,9.348406659536833,10.491887709904452
59,9.971706375377513,9.424615374147804,10.518797376607223
60,11.402964915110505,12.775866415010219,10.03006341521079
61,8.504453798327612,7.749496707784193,9.259410888871031
62,11.017638651940626,12.775866415010219,9.259410888871031
63,8.889780061497492,7.749496707784193,10.03006341521079
64,11.5182524012581,8.566382075007855,14.470122727508343
65,10.528640841503151,11.206858974069782,9.850422708936518
66,9.208402391972186,8.566382075007855,9.850422708936518
67,12.838490850789062,11.206858974069782,14.470122727508343
68,11.515848196660082,8.915129378607237,14.116567014712928
69,10.150689114434197,10.17596864971011,10.125409579158283
70,9.52026947888276,8.915129378607237,10.125409579158283
71,12.14626783221152,10.17596864971011,14.116567014712928
72,10.928692488441614,14.447603575018729,7.409781401864499
73,9.220179419701228,9.12558483316793,9.314774006234527
74,11.881188790626627,14.447603575018729,9.314774006234527
75,8.267683117516214,9.12558483316793,7.409781401864499
76,12.20058017990442,13.856683104571436,10.544477255237405
77,9.349695928313253,8.858288277207091,9.841103579419412
78,11.848893341995424,13.856683104571436,9.841103579419412
79,9.701382766222249,8.858288277207091,10.544477255237405
80,8.107669550682935,7.7156949559595,8.499644145406371
81,9.891149223975418,9.240859081581592,10.541439366369245
82,9.128567161164373,7.7156949559595,10.541439366369245
83,8.87025161349398,9.240859081581592,8.499644145406371
84,7.883488422621604,7.447825342452356,8.319151502790852
85,11.181518209961844,10.52282397928398,11.840212440639707
86,9.644018891546033,7.447825342452356,11.840212440639707
87,9.420987741037417,10.52282397928398,8.319151502790852
88,8.537739484300918,10.675265411132171,6.400213557469665
89,9.296576542084669,9.621542194512893,8.971610889656446
90,9.82343815039431,10.675265411132171,8.971610889656446
91,8.010877875991278,9.621542194512893,6.400213557469665
92,9.196391281906434,9.98352594969152,8.409256614121349
93,10.308932880908966,11.102301254138546,9.515564507679386
94,9.749545228685452,9.98352594969152,9.515564507679386
95,9.755778934129946,11.102301254138546,8.409256614121349
96,7.2981936879281095,7.004773808245459,7.59161356761076
97,9.295092070646643,9.52167474304282,9.068509398250466
98,8.036641603247963,7.004773808245459,9.068509398250466
99,8.55664415532679,9.52167474304282,7.59161356761076
100,8.49695310325082,7.947044577414953,9.046861629086688
101,9.924344653306983,8.616667843307901,11.232021463306065
102,9.58953302036051,7.947044577414953,11.232021463306065
103,8.831764736197295,8.616667843307901,9.046861629086688
104,8.254116990405002,8.424808507396717,8.083425473413289
105,9.966400509780208,9.959869248219766,9.97293177134065
106,9.198870139368683,8.424808507396717,9.97293177134065
107,9.021647360816527,9.959869248219766,8.083425473413289
108,7.414511402794083,7.364075928428617,7.464946877159548
109,10.05894534445456,10.7048435183129,9.413047170596219
110,8.388561549512417,7.364075928428617,9.413047170596219
111,9.084895197736223,10.7048435183129,7.464946877159548
112,9.769457826362785,8.941448755762924,10.597466896962645
113,9.624688082160569,11.03158000609734,8.217796158223798
114,8.579622456993361,8.941448755762924,8.217796158223798
115,10.814523451529993,11.03158000609734,10.597466896962645
116,11.977677359789482,11.08689828557251,12.868456434006454
117,10.025511819780895,11.015131742942538,9.035891896619251
118,10.06139509109588,11.08689828557251,9.035891896619251
119,11.941794088474495,11.015131742942538,12.868456434006454
120,8.980206953961702,7.668398322950811,10.29201558497259
121,9.306217570821392,10.354338342107818,8.258096799534968
122,7.9632475612428895,7.668398322950811,8.258096799534968
123,10.323176963540204,10.354338342107818,10.29201558497259
124,9.527891773537554,9.57336953963215,9.482414007442959
125,8.985498770323517,9.433425683943145,8.537571856703888
126,9.055470698168019,9.57336953963215,8.537571856703888
127,9.457919845693052,9.433425683943145,9.482414007442959
128,9.673105021625034,9.48571312303574,9.860496920214327
129,9.253356605516927,9.829178005514006,8.677535205519849
130,9.081624164277795,9.48571312303574,8.677535205519849
131,9.844837462864167,9.829178005514006,9.860496920214327
132,11.214048047686921,11.977610468736284,10.450485626637558
133,9.004650360712342,8.579726893517105,9.429573827907578
134,10.703592148321931,11.977610468736284,9.429573827907578
135,9.515106260077332,8.579726893517105,10.450485626637558
136,9.721378663508808,9.546846553542167,9.89591077347545
137,8.977130142311491,9.156326921966647,8.797933362656336
138,9.172389958099252,9.546846553542167,8.797933362656336
139,9.526118847721047,9.156326921966647,9.89591077347545
140,9.938815479440184,9.421510385170507,10.456120573709862
141,9.193499766130612,10.464480806387138,7.9225187258740855
142,8.672014555522296,9.421510385170507,7.9225187258740855
143,10.4603006900485,10.464480806387138,10.456120573709862
144,10.035799228330466,9.844914764893069,10.226683691767864
145,9.692828195073055,8.28716941718971,11.098486972956398
146,10.471700868924733,9.844914764893069,11.098486972956398
147,9.256926554478788,8.28716941718971,10.226683691767864
148,10.46524504779752,9.348427961212783,11.582062134382255
149,7.875442433043288,7.492054563385918,8.258830302700659
150,8.803629131956722,9.348427961212783,8.258830302700659
151,9.537058348884086,7.492054563385918,11.582062134382255
152,7.75719968879725,8.213984727373253,7.300414650221248
153,9.589579359435742,11.110490761096399,8.068667957775085
154,8.14132634257417,8.213984727373253,8.068667957775085
155,9.205452705658823,11.110490761096399,7.300414650221248
156,8.831963077645923,8.443327456124804,9.220598699167043
157,9.668207517030758,9.820172647615703,9.516242386445812
158,8.979784921285308,8.443327456124804,9.516242386445812
159,9.520385673391374,9.820172647615703,9.220598699167043
160,8.685281125040126,9.073834818418703,8.296727431661548
161,9.49623047207865,9.43783910705299,9.55462183710431
