,comb_freq,s1_freq,s2_freq
0,7.807770748255395,9.158762495446178,6.456779001064613
1,7.421023814340856,7.314237351166172,7.527810277515541
2,8.343286386480859,9.158762495446178,7.527810277515541
3,6.885508176115392,7.314237351166172,6.456779001064613
4,7.860764430395411,8.807414633385871,6.914114227404952
5,8.288514432562174,8.46971016503284,8.107318700091506
6,8.45736666673869,8.807414633385871,8.107318700091506
7,7.691912196218896,8.46971016503284,6.914114227404952
8,8.339745386031202,8.857568683993373,7.821922088069031
9,8.125542888621768,7.6080843619821765,8.64300141526136
10,8.750285049627365,8.857568683993373,8.64300141526136
11,7.715003225025604,7.6080843619821765,7.821922088069031
12,8.29093323590753,8.012839619713588,8.569026852101473
13,8.562201119612828,7.767929246286903,9.356472992938752
14,8.68465630632617,8.012839619713588,9.356472992938752
15,8.168478049194189,7.767929246286903,8.569026852101473
16,8.993094952246278,9.105394430173797,8.880795474318758
17,7.725094776792375,8.530152514030311,6.920037039554438
18,8.012715734864118,9.105394430173797,6.920037039554438
19,8.705473994174534,8.530152514030311,8.880795474318758
20,8.496451242196994,8.503786590900134,8.489115893493855
21,8.774607706710551,10.065058297646257,7.484157115774846
22,7.99397185333749,8.503786590900134,7.484157115774846
23,9.277087095570057,10.065058297646257,8.489115893493855
24,7.91502271166987,7.8240049004316665,8.006040522908075
25,8.214343884020906,8.126813197010357,8.301874571031453
26,8.06293973573156,7.8240049004316665,8.301874571031453
27,8.066426859959215,8.126813197010357,8.006040522908075
28,7.999260998154971,7.775043964266157,8.223478032043785
29,8.688386744204335,9.674967361305903,7.701806127102768
30,7.738425045684462,7.775043964266157,7.701806127102768
31,8.949222696674845,9.674967361305903,8.223478032043785
32,7.60918141847611,7.775976355165452,7.4423864817867695
33,8.850310616153788,8.837110841873004,8.863510390434573
34,8.319743372800012,7.775976355165452,8.863510390434573
35,8.139748661829888,8.837110841873004,7.4423864817867695
36,7.964930196763911,8.378421183990534,7.551439209537287
37,8.597586601439913,8.608466189887483,8.586707012992342
38,8.482564098491437,8.378421183990534,8.586707012992342
39,8.079952699712386,8.608466189887483,7.551439209537287
40,8.084703016071403,8.427643149257541,7.741762882885265
41,8.018194890742016,8.296627710284048,7.7397620711999835
42,8.083702610228762,8.427643149257541,7.7397620711999835
43,8.019195296584655,8.296627710284048,7.741762882885265
44,8.005186683134358,8.718437664527439,7.291935701741276
45,7.942813136149573,8.334492207895753,7.551134064403391
46,8.134785864465416,8.718437664527439,7.551134064403391
47,7.813213954818515,8.334492207895753,7.291935701741276
48,8.117419406895099,9.107561021045475,7.127277792744722
49,8.46962378057877,8.874131400846384,8.065116160311156
50,8.586338590678317,9.107561021045475,8.065116160311156
51,8.000704596795552,8.874131400846384,7.127277792744722
52,7.604016378769185,7.989877691668215,7.218155065870153
53,9.133408095569113,10.022543479593477,8.244272711544747
54,8.11707520160648,7.989877691668215,8.244272711544747
55,8.620349272731815,10.022543479593477,7.218155065870153
56,9.070754521483142,9.22496743930935,8.916541603656933
57,9.108055383535604,9.581605031561304,8.6345057355099
58,8.929736587409625,9.22496743930935,8.6345057355099
59,9.249073317609119,9.581605031561304,8.916541603656933
60,9.299749009735248,9.778537732553689,8.820960286916806
61,8.106696781700991,7.95690159937341,8.256491964028573
62,9.017514848291132,9.778537732553689,8.256491964028573
63,8.388930943145109,7.95690159937341,8.820960286916806
64,8.44322033634527,7.845110850676997,9.041329822013545
65,8.816516047259697,8.895308131581569,8.737723962937823
66,8.29141740680741,7.845110850676997,8.737723962937823
67,8.968318976797557,8.895308131581569,9.041329822013545
68,8.146638613601022,7.8734872009652745,8.41979002623677
69,9.093259815529407,9.14250233599132,9.044017295067492
70,8.458752248016383,7.8734872009652745,9.044017295067492
71,8.781146181114046,9.14250233599132,8.41979002623677
72,8.72840840487677,9.959817630444578,7.496999179308962
73,7.943036353890123,8.233251504887624,7.652821202892621
74,8.8063194166686,9.959817630444578,7.652821202892621
75,7.865125342098294,8.233251504887624,7.496999179308962
76,9.067234749526662,9.646228691686026,8.488240807367296
77,7.926030921901268,8.233160546246973,7.6189012975555634
78,8.632564994620795,9.646228691686026,7.6189012975555634
79,8.360700676807134,8.233160546246973,8.488240807367296
80,7.758993522231789,7.839685676807571,7.678301367656007
81,9.007060661297182,9.253006446394787,8.761114876199574
82,8.300400276503574,7.839685676807571,8.761114876199574
83,8.465653907025397,9.253006446394787,7.678301367656007
84,7.60807822240155,7.6469078048976105,7.56924863990549
85,8.6874698087199,9.364920755259664,8.010018862180134
86,7.828463333538872,7.6469078048976105,8.010018862180134
87,8.467084697582578,9.364920755259664,7.56924863990549
88,8.417514623911668,9.730893640883782,7.104135606939552
89,8.415674737681941,9.446738663398776,7.384610811965106
90,8.557752226424444,9.730893640883782,7.384610811965106
91,8.275437135169163,9.446738663398776,7.104135606939552
92,8.91108717042753,9.350931562278546,8.471242778576514
93,8.514533676207245,9.224742469338025,7.8043248830764655
94,8.577628222677506,9.350931562278546,7.8043248830764655
95,8.84799262395727,9.224742469338025,8.471242778576514
96,7.64481950944575,7.244089306039011,8.04554971285249
97,7.950148414943715,8.104871016174204,7.7954258137132255
98,7.519757559876118,7.244089306039011,7.7954258137132255
99,8.075210364513346,8.104871016174204,8.04554971285249
100,7.6999801429654475,7.498615908379105,7.901344377551791
101,7.75837312559786,7.616238783018109,7.9005074681776115
102,7.699561688278358,7.498615908379105,7.9005074681776115
103,7.758791580284949,7.616238783018109,7.901344377551791
104,7.836225535141514,8.274337630436833,7.3981134398461945
105,8.466716670419899,8.896864816551048,8.036568524288752
106,8.155453077362793,8.274337630436833,8.036568524288752
107,8.147489128198622,8.896864816551048,7.3981134398461945
108,7.903736086656533,8.674607264885621,7.132864908427446
109,8.284997665941434,8.799420159914144,7.770575171968724
110,8.222591218427173,8.674607264885621,7.770575171968724
111,7.966142534170794,8.799420159914144,7.132864908427446
112,8.565217682410436,9.223104405732798,7.907330959088074
113,8.873718418400053,9.680380006163599,8.067056830636504
114,8.64508061818465,9.223104405732798,8.067056830636504
115,8.793855482625837,9.680380006163599,7.907330959088074
116,9.132597761619884,9.971007381228528,8.29418814201124
117,8.32758843799008,9.143390216156611,7.511786659823549
118,8.741397020526039,9.971007381228528,7.511786659823549
119,8.718789179083926,9.143390216156611,8.29418814201124
120,8.514322852076885,8.106262828041089,8.922382876112682
121,7.990774086909562,8.273031454528738,7.708516719290387
122,7.907389773665738,8.106262828041089,7.708516719290387
123,8.59770716532071,8.273031454528738,8.922382876112682
124,8.424907216749563,8.411537983832648,8.43827644966648
125,7.823816161208788,7.848467507360878,7.799164815056699
126,8.105351399444674,8.411537983832648,7.799164815056699
127,8.143371978513679,7.848467507360878,8.43827644966648
128,8.54826609198714,8.768472607697113,8.328059576277166
129,8.13381121648327,8.346729899558213,7.920892533408328
130,8.34468257055272,8.768472607697113,7.920892533408328
131,8.33739473791769,8.346729899558213,8.328059576277166
132,8.835226337963128,9.029066920635172,8.641385755291084
133,8.126483028224623,8.352388147477704,7.900577908971541
134,8.464822414803356,9.029066920635172,7.900577908971541
