,comb_freq,s1_freq,s2_freq
135,8.496886951384393,8.352388147477704,8.641385755291084
136,8.289936518428593,8.13910537397026,8.440767662886927
137,8.399422938146897,9.03188648618869,7.766959390105105
138,7.953032382037682,8.13910537397026,7.766959390105105
139,8.736327074537808,9.03188648618869,8.440767662886927
140,8.911733841255948,8.902289791187567,8.921177891324328
141,8.396824183273479,9.478141054971431,7.315507311575527
142,8.108898551381547,8.902289791187567,7.315507311575527
143,9.199659473147879,9.478141054971431,8.921177891324328
144,8.990890893465465,8.758888542791988,9.222893244138945
145,7.78730178924293,7.759175190745948,7.815428387739911
146,8.28715846526595,8.758888542791988,7.815428387739911
147,8.491034217442447,7.759175190745948,9.222893244138945
148,8.421158722408016,7.649617811555956,9.192699633260075
149,7.920444805054723,7.779928787546109,8.060960822563338
150,7.855289317059647,7.649617811555956,8.060960822563338
151,8.486314210403092,7.779928787546109,9.192699633260075
152,7.835972959527872,7.813381985524117,7.858563933531626
153,8.166207290381875,8.609769400460243,7.722645180303506
154,7.768013582913811,7.813381985524117,7.722645180303506
155,8.234166666995934,8.609769400460243,7.858563933531626
156,8.270249384602348,8.39981711428458,8.140681654920115
157,8.040931471534032,8.039618322158514,8.04224462090955
158,8.221030867597065,8.39981711428458,8.04224462090955
159,8.090149988539315,8.039618322158514,8.140681654920115
160,7.8594360905172795,8.677640613562131,7.041231567472429
161,7.839098438560317,8.157357701140377,7.520839175980257
162,8.099239894771195,8.677640613562131,7.520839175980257
163,7.599294634306403,8.157357701140377,7.041231567472429
164,7.844833046015795,8.55755725143373,7.132108840597861
165,8.492617153054468,8.533328027328428,8.451906278780509
166,8.50473176510712,8.55755725143373,8.451906278780509
167,7.832718433963144,8.533328027328428,7.132108840597861
168,7.937649683634179,8.203625680016772,7.671673687251585
169,9.109762484606637,9.666832465042443,8.552692504170833
170,8.378159092093803,8.203625680016772,8.552692504170833
171,8.669253076147013,9.666832465042443,7.671673687251585
172,8.213657481049973,8.84651854797379,7.580796414126154
173,8.914311462607538,9.626864074078467,8.201758851136608
174,8.524138699555198,8.84651854797379,8.201758851136608
175,8.60383024410231,9.626864074078467,7.580796414126154
176,8.615734653175362,8.038593563407254,9.192875742943473
177,8.581554884671053,8.802840857055708,8.3602689122864
178,8.199431237846827,8.038593563407254,8.3602689122864
179,8.99785829999959,8.802840857055708,9.192875742943473
180,7.9537263856270695,8.182927871326395,7.724524899927744
181,8.828851590104225,9.397938007206516,8.259765173001934
182,8.221346522164165,8.182927871326395,8.259765173001934
183,8.56123145356713,9.397938007206516,7.724524899927744
184,7.685603589921289,7.59059482111722,7.7806123587253575
185,8.428372827996991,9.162538578311024,7.694207077682958
186,7.6424009494000895,7.59059482111722,7.694207077682958
187,8.471575468518191,9.162538578311024,7.7806123587253575
188,7.8135912573566255,8.670243932381995,6.956938582331257
189,8.196663558818337,8.909059780819712,7.48426733681696
190,8.077255634599478,8.670243932381995,7.48426733681696
191,7.932999181575484,8.909059780819712,6.956938582331257
192,8.211417597799205,9.227918039906097,7.1949171556923135
193,8.113843163907367,9.145391415864378,7.082294911950355
194,8.155106475928227,9.227918039906097,7.082294911950355
195,8.170154285778345,9.145391415864378,7.1949171556923135
196,8.11486626657853,8.745908288780125,7.483824244376932
197,8.45661575717585,9.697459070473705,7.215772443877993
198,7.980840366329059,8.745908288780125,7.215772443877993
199,8.59064165742532,9.697459070473705,7.483824244376932
200,8.343188255949599,8.59098261113346,8.095393900765739
201,8.778314670557396,8.472167540485797,9.084461800628995
202,8.837722205881228,8.59098261113346,9.084461800628995
203,8.283780720625767,8.472167540485797,8.095393900765739
204,9.050069173932972,9.260316912108006,8.839821435757939
205,8.449785571203353,8.644339970285873,8.255231172120833
206,8.75777404211442,9.260316912108006,8.255231172120833
207,8.742080703021905,8.644339970285873,8.839821435757939
208,8.287780723828329,8.787616752611909,7.787944695044748
209,8.255177984644792,8.689049337712719,7.821306631576866
210,8.304461692094387,8.787616752611909,7.821306631576866
211,8.238497016378734,8.689049337712719,7.787944695044748
212,8.257810699855037,7.996849456603193,8.51877194310688
213,8.62257674167635,9.257966227368321,7.987187255984376
214,7.9920183562937845,7.996849456603193,7.987187255984376
215,8.888369085237601,9.257966227368321,8.51877194310688
216,8.870134550927094,8.734080113950686,9.006188987903505
217,8.76901274591324,9.168123261287933,8.369902230538546
218,8.551991172244616,8.734080113950686,8.369902230538546
219,9.087156124595719,9.168123261287933,9.006188987903505
220,8.743277282532926,8.99566333673827,8.490891228327582
221,9.124869849137028,8.75884372563421,9.490895972639844
222,9.243279654689058,8.99566333673827,9.490895972639844
223,8.624867476980896,8.75884372563421,8.490891228327582
224,9.272535273668723,9.383875369890106,9.16119517744734
225,8.888948648966636,9.006076066997553,8.771821230935718
226,9.077848300412912,9.383875369890106,8.771821230935718
227,9.083635622222445,9.006076066997553,9.16119517744734
228,8.956403186187249,9.281953316263145,8.63085305611135
229,8.889526640767425,9.13140069875689,8.64765258277796
230,8.964802949520553,9.281953316263145,8.64765258277796
231,8.88112687743412,9.13140069875689,8.63085305611135
232,8.177148468072948,9.030359508519934,7.323937427625961
233,7.532855068725085,8.610421364977308,6.455288772472862
234,7.742824140496398,9.030359508519934,6.455288772472862
235,7.967179396301635,8.610421364977308,7.323937427625961
236,8.061651248322251,8.877259874554627,7.246042622089877
237,7.306186477594696,8.149283305570718,6.463089649618674
238,7.67017476208665,8.877259874554627,6.463089649618674
239,7.697662963830297,8.149283305570718,7.246042622089877
240,7.852166825850475,8.705889413366778,6.99844423833417
241,7.82160453984981,8.045796821517925,7.597412258181694
242,8.151650835774236,8.705889413366778,7.597412258181694
243,7.522120529926047,8.045796821517925,6.99844423833417
244,7.572653856071277,7.8036171182060095,7.341690593936544
245,8.105235994512672,8.031619530869948,8.178852458155397
246,7.991234788180703,7.8036171182060095,8.178852458155397
247,7.686655062403246,8.031619530869948,7.341690593936544
248,7.7002196267174465,7.967975406165774,7.432463847269119
249,8.19200177795036,8.638222283491709,7.745781272409012
250,7.856878339287393,7.967975406165774,7.745781272409012
251,8.035343065380413,8.638222283491709,7.432463847269119
252,7.690042420825703,8.186813205865652,7.193271635785755
253,7.885636131490646,8.364208292524193,7.407063970457098
254,7.796938588161375,8.186813205865652,7.407063970457098
255,7.778739964154974,8.364208292524193,7.193271635785755
256,8.766983742009263,9.3865327222867,8.147434761731823
257,7.852109034864446,8.07578974465919,7.628428325069701
258,8.5074805236782,9.3865327222867,7.628428325069701
259,8.111612253195506,8.07578974465919,8.147434761731823
260,8.232581405288801,8.357676044676793,8.107486765900811
261,7.859047627998308,8.225475739786278,7.492619516210337
262,7.925147780443565,8.357676044676793,7.492619516210337
263,8.166481252843544,8.225475739786278,8.107486765900811
264,7.435446744099579,8.451046148641028,6.41984733955813
265,7.896177245678661,8.79726364500105,6.995090846356272
266,7.72306849749865,8.451046148641028,6.995090846356272
267,7.60855549227959,8.79726364500105,6.41984733955813
268,7.429510681865881,8.285575499264624,6.573445864467137
269,7.6225397908497765,8.172093929807195,7.072985651892358
270,7.679280575578491,8.285575499264624,7.072985651892358
271,7.372769897137166,8.172093929807195,6.573445864467137
272,9.574570411468306,11.317284788355167,7.8318560345814445
273,7.930590397283471,8.217440883611404,7.643739910955538
274,9.480512349655353,11.317284788355167,7.643739910955538
275,8.024648459096424,8.217440883611404,7.8318560345814445
276,8.787984181027197,9.806313327030077,7.769655035024315
277,8.026403949514638,8.439915117937057,7.61289278109222
278,8.709603054061148,9.806313327030077,7.61289278109222
279,8.104785076480686,8.439915117937057,7.769655035024315
280,7.637614159616243,8.351881047158596,6.923347272073889
281,8.252321990986418,8.49378767203932,8.010856309933517
282,8.181368678546058,8.351881047158596,8.010856309933517
283,7.708567472056604,8.49378767203932,6.923347272073889
284,7.579394729246808,8.215690626167316,6.9430988323263
285,7.96905745948771,7.79745632843643,8.14065859053899
286,8.178174608353153,8.215690626167316,8.14065859053899
287,7.370277580381366,7.79745632843643,6.9430988323263
288,8.719047416965239,9.715839619920056,7.722255214010424
289,8.927201312943687,8.915420018731158,8.938982607156216
290,9.327411113538137,9.715839619920056,8.938982607156216
291,8.318837616370791,8.915420018731158,7.722255214010424
292,8.479812403247394,9.158546057335752,7.8010787491590365
293,8.45390976533778,9.086723165324392,7.821096365351168
294,8.48982121134346,9.158546057335752,7.821096365351168
295,8.443900957241715,9.086723165324392,7.8010787491590365
296,8.256845257545148,8.378488469757823,8.135202045332472
297,8.530356129557324,9.100568580825252,7.9601436782893975
298,8.16931607402361,8.378488469757823,7.9601436782893975
299,8.617885313078862,9.100568580825252,8.135202045332472
300,8.550031743357781,8.790813720915017,8.309249765800544
301,8.400359926283022,9.216463322702603,7.584256529863439
302,8.187535125389228,8.790813720915017,7.584256529863439
303,8.762856544251573,9.216463322702603,8.309249765800544
